Zoning Classification,Overall Material Quality,Overall House Condition,Roof Style,Fireplace Quality,Garage Year Built,Garage Area,Garage Quality,Year Sold,Actual SalePrice,Expected SalePrice
Village Residential,7,5,Gable,Excellent,2003,581,Average,2009,240900,274546.2039
Village Residential,8,5,Gable,NA,2009,552,Average,2009,263435,322376.9887
Village Residential,8,5,Gable,Average,2000,588,Average,2009,220000,229224.1852
Village Residential,8,5,Gable,Good,2002,565,Average,2009,235000,280281.7478
Low Density,5,7,Gable,Fair,1975,478,Average,2009,213000,263206.6178
Low Density,6,6,Hip,Average,1974,528,Average,2009,167900,200105.6235
Low Density,7,5,Gable,Average,1975,506,Average,2009,158000,165877.7258
Low Density,6,5,Hip,Average,1974,478,Average,2009,165000,168044.3544
Low Density,6,6,Gable,Average,1972,583,Average,2009,158000,187432.6464
Low Density,5,5,Gable,NA,,0,NA,2009,136000,138977.9753
Low Density,5,6,Gable,NA,1973,902,Average,2009,148500,148965.2204
Low Density,6,8,Gable,NA,1969,440,Average,2009,156000,186293.376
Low Density,5,5,Gable,NA,1970,477,Average,2009,128000,157827.4289
Low Density,5,7,Gable,NA,1971,336,Average,2009,143000,163057.3929
Low Density,4,6,Gable,NA,2001,576,Average,2009,76500,80458.58205
Low Density,4,6,Gable,NA,1989,660,Average,2009,120500,121133.3608
Low Density,4,7,Gable,NA,1994,463,Average,2009,124500,143639.8078
Low Density,4,6,Gable,NA,1989,576,Average,2009,97000,108807.888
Low Density,4,7,Gable,NA,1986,576,Average,2009,130000,142844.2148
Medium Density,6,5,Gable,NA,1973,264,Average,2009,111000,138489.0979
Medium Density,5,6,Gable,NA,1970,440,Average,2009,125000,133739.6711
Medium Density,5,5,Gable,NA,1991,280,Average,2009,112000,118423.6945
Medium Density,6,6,Gable,NA,1972,288,Average,2009,97000,105972.8965
Medium Density,6,8,Gable,NA,1972,264,Average,2009,118000,134458.0607
Medium Density,5,7,Gable,NA,1972,264,Average,2009,119500,121330.6531
Low Density,6,6,Gable,NA,1976,440,Average,2009,143750,154924.2876
Low Density,6,5,Gable,Average,1976,440,Average,2009,146000,155599.7004
Low Density,6,6,Gable,Average,1976,440,Average,2009,148500,181345.8465
Low Density,7,5,Gable,Fair,1975,440,Average,2009,123000,124398.2243
Low Density,6,5,Gable,Fair,1974,440,Average,2009,147000,161922.2986
Low Density,6,5,Gable,Average,1977,440,Average,2009,137900,153719.2011
Low Density,6,5,Gable,Average,1978,440,Average,2009,147000,171906.2673
Low Density,6,6,Gable,Average,1978,440,Average,2009,148500,149565.8977
Low Density,6,5,Gable,Average,1978,440,Average,2009,138000,141109.797
Low Density,7,6,Gable,NA,1976,345,Average,2009,128500,132424.6707
Low Density,5,5,Gable,NA,1967,288,Average,2009,100000,108323.9184
Low Density,5,7,Hip,Average,1966,656,Average,2009,148800,164417.3739
Low Density,10,5,Hip,Good,2008,786,Average,2009,337500,359435.0203
Low Density,9,5,Hip,Good,2007,754,Average,2009,462000,501638.701
Low Density,9,5,Hip,Good,2009,820,Average,2009,485000,551531.4748
Low Density,10,5,Hip,Good,2008,672,Average,2009,555000,618415.0511
Low Density,9,5,Hip,Excellent,2006,840,Average,2009,325000,339708.4783
Low Density,8,5,Gable,Good,2007,890,Average,2009,256300,302464.5206
Low Density,8,5,Hip,Good,2009,1390,Average,2009,253293,312337.2768
Low Density,9,5,Gable,Good,2009,864,Average,2009,398800,478376.6403
Low Density,9,5,Gable,Good,2008,836,Average,2009,335000,400894.5438
Low Density,9,5,Hip,Good,2008,896,Average,2009,404000,500327.5429
Low Density,10,5,Hip,Good,2009,900,Average,2009,402861,417568.1826
Low Density,10,5,Gable,Good,2008,842,Average,2009,451950,507797.708
Low Density,10,5,Hip,Good,2007,762,Average,2009,610000,611025.5133
Low Density,9,5,Hip,Good,2009,1020,Average,2009,582933,694498.4701
Low Density,9,5,Gable,Good,2008,834,Average,2009,360000,447557.871
Low Density,8,5,Hip,Good,2004,932,Average,2009,296000,360115.7556
Low Density,8,5,Gable,Good,2007,640,Average,2009,409900,414214.1604
Low Density,8,5,Gable,Good,2006,908,Average,2009,255500,282980.9631
Low Density,9,5,Hip,Good,2008,927,Average,2009,335000,416709.9609
Low Density,8,5,Hip,Good,2004,856,Average,2009,274900,321928.8205
Low Density,9,5,Gable,Good,2006,700,Average,2009,300000,343779.6291
Low Density,9,5,Hip,Good,2008,850,Average,2009,324000,378735.4059
Low Density,9,5,Hip,Good,2004,738,Average,2009,350000,407881.3626
Low Density,8,5,Gable,Good,2004,862,Average,2009,280000,319473.583
Low Density,8,5,Gable,Good,2003,880,Average,2009,284000,314639.8094
Low Density,7,5,Hip,Good,2003,583,Average,2009,269500,303387.3888
Low Density,7,5,Gable,NA,2009,644,Average,2009,233170,288397.1359
Low Density,10,5,Hip,Excellent,2003,968,Average,2009,386250,449931.7572
Low Density,9,5,Hip,Good,2003,886,Average,2009,445000,485700.0665
Low Density,8,5,Gable,Good,2003,730,Average,2009,290000,312926.9818
Low Density,8,5,Gable,Good,2006,871,Average,2009,255900,302543.1727
Low Density,6,5,Gable,Good,2005,484,Average,2009,213000,238768.692
Low Density,6,5,Gable,Good,2005,624,Average,2009,196000,231434.4574
Low Density,6,5,Gable,Good,2005,624,Average,2009,184500,202907.767
Low Density,7,5,Gable,Good,2008,484,Average,2009,212500,224257.8841
Low Density,7,5,Gable,Good,2008,626,Average,2009,230000,231076.9705
Low Density,10,5,Hip,Excellent,2004,949,Average,2009,552000,686331.4822
Low Density,8,5,Hip,Good,2003,685,Average,2009,382500,450297.7841
Low Density,9,5,Hip,Good,2008,649,Average,2009,320000,362178.2776
Low Density,9,5,Hip,Good,2008,539,Average,2009,248500,260548.7865
Low Density,8,5,Hip,Good,2002,701,Average,2009,286500,304862.0956
Low Density,8,5,Hip,Good,2006,550,Average,2009,254000,258001.0363
Low Density,7,5,Gable,Average,2003,478,Average,2009,173000,182966.1268
Low Density,7,5,Gable,NA,2003,474,Average,2009,173000,187603.145
Low Density,7,5,Gable,Good,2005,390,Average,2009,184000,225169.3966
Low Density,6,5,Gable,Good,2005,392,Average,2009,167800,173011.7223
Low Density,6,5,Gable,Good,2005,390,Average,2009,174000,214404.65
Low Density,6,5,Gable,Good,2005,400,Average,2009,174000,187095.0214
Low Density,7,5,Hip,Average,2007,660,Average,2009,174000,202570.1441
Low Density,7,5,Hip,Average,2007,660,Average,2009,175900,217681.6997
Low Density,7,5,Gable,Average,2005,430,Average,2009,192500,236723.3428
Low Density,7,5,Gable,Good,2005,457,Average,2009,181000,181102.2281
Low Density,7,5,Gable,Good,2005,397,Average,2009,180000,206625.2933
Low Density,7,5,Gable,Good,2005,397,Average,2009,160200,164851.4213
Low Density,7,5,Gable,Good,2004,432,Average,2009,188500,219413.9417
Low Density,6,5,Gable,Average,2002,390,Average,2009,200000,210968.38
Low Density,7,5,Gable,Good,2004,400,Average,2009,170000,199317.9987
Low Density,7,5,Gable,Good,2004,436,Average,2009,189500,232607.3193
Low Density,8,5,Hip,Average,2002,527,Average,2009,184100,210642.0202
Low Density,7,5,Gable,Good,2004,434,Average,2009,195500,235849.5035
Low Density,7,5,Gable,Good,2003,400,Average,2009,192000,222581.5831
Low Density,7,5,Gable,Average,2003,393,Average,2009,178000,221144.5709
Low Density,7,5,Gable,Good,2008,626,Average,2009,207500,225804.0615
Low Density,7,5,Gable,Average,2000,554,Average,2009,236000,292745.1298
Low Density,8,5,Gable,Good,2002,644,Average,2009,257500,263522.2474
Low Density,6,5,Gable,Average,2000,390,Average,2009,244000,294587.7536
Low Density,7,5,Gable,NA,2004,400,Average,2009,167000,178463.8625
Low Density,6,5,Gable,Average,2000,463,Average,2009,179000,184153.9362
Low Density,6,5,Gable,Average,2000,394,Average,2009,190000,191386.3141
Low Density,7,5,Gable,Average,1999,400,Average,2009,156000,166715.1114
Low Density,7,5,Gable,Average,1999,658,Average,2009,245000,246875.0502
Low Density,6,5,Gable,Average,1999,502,Average,2009,181000,218377.7027
Low Density,7,5,Gable,Average,1999,390,Average,2009,214000,238258.8788
Low Density,7,6,Gable,Average,1999,410,Average,2009,168000,181630.7098
Low Density,8,5,Gable,Good,1999,856,Average,2009,337000,371622.8934
Low Density,8,5,Gable,Average,1995,810,Average,2009,403000,457674.5815
Low Density,8,5,Gable,Average,2000,810,Average,2009,327000,366138.8943
Low Density,8,5,Gable,Average,1998,1069,Average,2009,340000,354830.928
Low Density,8,5,Hip,Average,1998,676,Average,2009,336000,418734.915
Low Density,7,5,Gable,Average,1996,889,Average,2009,265000,268106.8053
Low Density,8,5,Hip,Good,1994,815,Average,2009,315000,347598.9195
Low Density,7,5,Gable,Average,1993,656,Average,2009,260000,298732.1094
Low Density,7,5,Gable,Average,1995,647,Average,2009,260000,293101.6344
Low Density,8,5,Gable,Average,1993,623,Average,2009,263550,314742.0236
Low Density,8,7,Hip,Average,1994,711,Average,2009,402000,463765.2656
Low Density,7,6,Gable,Good,1994,467,Average,2009,248000,249646.154
Low Density,8,5,Gable,Good,2008,898,Average,2009,244600,245743.4434
Low Density,8,5,Gable,NA,2008,972,Average,2009,275000,288639.0654
Low Density,8,5,Gable,Good,2008,726,Average,2009,257500,308325.7712
Low Density,8,5,Gable,Good,2008,840,Average,2009,287090,291795.3015
Low Density,8,5,Gable,Good,2007,844,Average,2009,275500,310512.1271
Low Density,8,5,Hip,Good,2006,492,Average,2009,245000,292910.1458
Low Density,7,5,Gable,Good,2005,689,Average,2009,253000,278674.6334
Low Density,9,5,Hip,Good,2005,795,Average,2009,468000,498949.1117
Village Residential,7,5,Gable,Average,2009,644,Average,2009,252678,291452.8723
Village Residential,8,5,Gable,NA,2008,676,Average,2009,210000,236352.8767
Village Residential,6,5,Gable,NA,2009,676,Average,2009,208300,244902.4285
Village Residential,7,5,Gable,NA,2008,529,Average,2009,225000,278769.299
Village Residential,8,5,Gable,NA,2009,552,Average,2009,229456,238322.4896
Village Residential,7,5,Hip,NA,2008,625,Average,2009,229800,254644.448
Village Residential,9,5,Gable,Good,2008,984,Average,2009,250000,286724.4388
Village Residential,9,5,Gable,Good,2009,478,Average,2009,370878,400270.5916
Village Residential,8,5,Gable,Good,2006,692,Average,2009,238500,276971.9978
Village Residential,10,5,Gable,Excellent,2008,812,Average,2009,310000,344609.639
Village Residential,8,5,Hip,Good,2006,782,Average,2009,270000,324884.7404
Village Residential,8,5,Gable,Good,2005,1043,Average,2009,252000,253065.161
Village Residential,7,5,Gable,NA,2007,438,Average,2009,241000,258054.4071
Village Residential,8,5,Hip,Good,2009,517,Average,2009,264500,295742.2304
Village Residential,7,5,Gable,Good,2006,711,Average,2009,291000,297038.8045
Village Residential,7,5,Gable,Good,2003,615,Average,2009,263000,289457.9385
Village Residential,7,5,Gable,NA,2004,400,Average,2009,185000,230187.0114
Village Residential,7,5,Gable,NA,2003,588,Average,2009,234500,259290.2011
Village Residential,7,5,Gable,NA,2003,628,Average,2009,209000,253439.9732
Low Density,7,6,Gable,NA,2007,576,Average,2009,159000,190509.1031
Low Density,7,5,Gable,NA,2006,484,Average,2009,152000,159249.3518
Low Density,6,5,Gable,NA,,0,NA,2009,143500,161680.0027
Low Density,7,5,Gable,NA,2004,478,Average,2009,193000,222102.7105
Low Density,8,5,Gable,NA,2004,845,Average,2009,203000,218891.2567
Low Density,7,5,Gable,NA,2003,555,Average,2009,184900,196614.5209
Low Density,7,5,Gable,NA,2005,576,Average,2009,159000,170953.2401
Low Density,5,5,Gable,NA,,0,NA,2009,142000,165165.5943
Low Density,5,5,Gable,NA,2004,576,Average,2009,153000,167847.1889
Low Density,7,5,Gable,NA,2008,788,Average,2009,224243,238719.4057
Low Density,7,5,Gable,Average,1997,559,Average,2009,220000,263069.514
Low Density,8,5,Gable,Good,2005,620,Average,2009,257000,312522.0048
Low Density,7,5,Gable,Average,2001,527,Average,2009,189000,198971.2437
Low Density,6,6,Gable,NA,1992,528,Average,2009,171500,174250.6101
Low Density,6,6,Gable,Average,1980,288,Average,2009,120000,145599.1453
Low Density,6,5,Gable,NA,1990,542,Average,2009,145000,157213.904
Low Density,7,5,Gable,NA,1994,495,Average,2009,184000,194163.4811
Low Density,6,7,Gable,NA,1986,465,Average,2009,162000,187160.1902
Low Density,6,7,Gable,Average,1981,612,Average,2009,160000,197960.7953
High Density,4,4,Gable,NA,1950,294,Average,2009,82000,95430.73154
High Density,6,3,Gable,NA,1950,360,Fair,2009,76000,88287.56062
Low Density,5,5,Hip,NA,1969,400,Average,2009,110000,128904.4632
Low Density,5,6,Gable,NA,1986,484,Average,2009,135000,148239.1427
Low Density,5,6,Gable,NA,1982,732,Average,2009,141000,162036.007
Low Density,5,5,Gable,NA,1961,440,Average,2009,122000,136066.6878
Low Density,5,5,Gable,NA,1965,288,Average,2009,124100,138181.4249
Low Density,5,8,Gable,NA,1963,300,Average,2009,129000,130079.6795
Low Density,5,6,Hip,Average,1961,264,Average,2009,131400,151485.9859
Low Density,5,5,Gable,Poor,1965,360,Average,2009,62383,70235.12745
Low Density,5,6,Gable,NA,1962,252,Average,2009,123000,142812.9381
Low Density,8,8,Gable,Good,1980,864,Average,2009,275000,305656.2255
Low Density,7,8,Gable,Average,1991,524,Average,2009,235000,283077.6966
Village Residential,7,5,Gable,Average,2004,704,Average,2009,280750,324425.1251
Village Residential,6,5,Gable,NA,2009,528,Average,2009,164500,182987.8802
Village Residential,6,5,Gable,NA,2009,528,Average,2009,173733,187390.4199
Village Residential,6,5,Gable,Good,2008,561,Average,2009,222000,263042.9806
Village Residential,6,5,Gable,Good,2008,641,Average,2009,195000,218321.944
Village Residential,6,5,Gable,NA,1999,440,Average,2009,172500,179872.5855
Village Residential,6,5,Gable,NA,2000,440,Average,2009,180000,191290.6057
Village Residential,7,5,Hip,NA,1999,506,Average,2009,156000,157241.797
Village Residential,8,5,Gable,NA,1999,480,Average,2009,172500,210011.698
Low Density,8,9,Gable,Good,1977,642,Average,2009,318750,363201.845
Low Density,8,5,Gable,Average,1981,484,Average,2009,211500,254100.4137
Low Density,7,5,Gable,NA,1981,540,Average,2009,241600,245761.5686
Low Density,8,5,Gable,Good,1976,527,Average,2009,180500,202720.1893
Low Density,4,4,Gable,Average,1993,490,Average,2009,150000,154187.3159
Low Density,6,6,Gable,NA,1968,441,Average,2009,154000,171224.5658
Low Density,6,6,Hip,Average,1970,615,Average,2009,185000,197018.8299
Low Density,6,7,Hip,Good,1968,462,Average,2009,185750,230163.555
Low Density,7,6,Gable,Average,1973,484,Average,2009,200000,200725.4869
Low Density,7,6,Gable,Average,1974,784,Average,2009,206000,211712.124
Low Density,6,6,Gable,Average,1972,497,Average,2009,162000,165066.6358
Low Density,6,7,Gable,Average,1967,515,Average,2009,256900,265329.5319
Low Density,6,5,Gable,Good,1967,480,Average,2009,197900,232186.9884
Low Density,5,5,Gable,Fair,1969,502,Average,2009,163000,173856.2213
Low Density,6,5,Gable,NA,1969,336,Average,2009,113000,129768.812
Low Density,7,7,Hip,Average,1977,520,Average,2009,230000,262371.0374
Low Density,6,5,Gable,Average,1977,630,Average,2009,167900,194481.4526
Low Density,7,5,Hip,Average,1998,583,Average,2009,213250,247104.4432
Low Density,8,6,Gable,NA,2001,528,Average,2009,227000,240382.33
Low Density,5,6,Gable,NA,1967,312,Average,2009,130000,142603.5739
Low Density,5,5,Hip,NA,1967,440,Average,2009,143000,167156.4502
Low Density,5,6,Gable,NA,1965,429,Average,2009,117500,132200.4304
Low Density,7,5,Gable,Average,1974,498,Average,2009,168500,181011.9336
Low Density,6,5,Hip,Good,1971,495,Average,2009,172500,185598.4581
Low Density,6,5,Gable,Good,1967,457,Average,2009,161500,169229.9375
Low Density,4,7,Gable,Poor,1988,396,Average,2009,141500,147697.6489
Low Density,5,7,Hip,NA,1960,308,Average,2009,118000,124482.3916
Low Density,6,6,Hip,NA,2008,300,Excellent,2009,127500,148349.6367
Low Density,4,5,Gable,Good,1982,768,Average,2009,140000,151700.863
Low Density,5,6,Gable,Good,1956,576,Average,2009,177625,199915.718
Low Density,5,5,Gable,NA,1968,888,Average,2009,110000,122395.0267
Low Density,6,6,Gable,NA,1964,472,Average,2009,167000,186113.065
Low Density,5,6,Gable,Average,1961,610,Average,2009,153000,167683.9321
Low Density,5,5,Gable,Good,1964,520,Average,2009,145100,169408.6868
Low Density,5,6,Gable,Poor,1966,480,Average,2009,154000,176878.8829
Low Density,5,6,Gable,Average,1965,549,Average,2009,177500,210840.3034
Low Density,6,6,Gable,Fair,1964,645,Average,2009,158000,166490.2929
Low Density,5,6,Gable,NA,1959,270,Average,2009,124500,145294.9574
Low Density,6,6,Hip,Poor,1961,368,Average,2009,174500,210139.5423
Low Density,5,5,Gable,NA,1955,330,Average,2009,122000,139728.0016
Low Density,4,7,Hip,NA,,0,NA,2009,82500,97283.06375
Low Density,5,4,Gable,Average,1950,352,Average,2009,110000,110542.5343
Low Density,6,4,Hip,Average,1953,505,Average,2009,149500,166127.2328
Low Density,6,5,Gable,NA,1967,550,Good,2009,175000,181674.2494
Low Density,6,5,Hip,Good,1953,418,Average,2009,167000,172706.7709
Low Density,5,6,Hip,NA,1956,338,Average,2009,128900,132521.4396
Low Density,6,8,Gable,NA,1950,271,Average,2009,140000,171541.138
Low Density,5,7,Gable,Good,1950,264,Average,2009,147000,155968.2882
Low Density,5,5,Gable,NA,1967,792,Average,2009,124000,132178.5725
Low Density,6,6,Hip,Average,1961,530,Average,2009,187500,194643.2426
Low Density,6,5,Gable,Good,1963,514,Average,2009,159000,192301.3678
Low Density,6,8,Gable,Good,1966,542,Average,2009,256000,256250.1944
Low Density,7,6,Gable,Fair,1965,486,Average,2009,205000,221568.7239
Low Density,6,6,Gable,Good,1968,509,Average,2009,193500,227296.6759
Low Density,6,3,Hip,Average,1968,576,Average,2009,110000,135151.8417
Low Density,4,4,Gable,Good,1920,368,Average,2009,104900,115897.817
Low Density,5,7,Gable,NA,1956,286,Average,2009,150000,161293.8242
Low Density,6,3,Hip,Good,1957,442,Average,2009,156500,162101.2361
Low Density,7,6,Gable,Good,1960,441,Average,2009,176000,213725.1444
Low Density,6,8,Hip,NA,1959,297,Average,2009,149500,158769.7435
Low Density,6,6,Hip,Good,1958,338,Average,2009,139000,148679.7006
Low Density,6,7,Hip,NA,1958,297,Average,2009,155000,186972.3825
Low Density,5,5,Gable,NA,1956,304,Average,2009,120000,145950.1263
Low Density,5,5,Gable,NA,1955,350,Average,2009,153000,186821.5745
Low Density,4,5,Gable,Good,1956,294,Average,2009,144000,174685.9653
Low Density,6,5,Gable,Average,1991,884,Average,2009,176000,198733.1942
Low Density,5,6,Hip,Average,1954,498,Average,2009,153000,168272.3543
Low Density,5,4,Hip,NA,1958,495,Average,2009,135000,137739.1122
Low Density,6,7,Hip,NA,1954,297,Average,2009,131000,161747.8477
Low Density,5,6,Gable,NA,1953,270,Average,2009,123000,145393.9549
Low Density,5,5,Hip,NA,1951,480,Average,2009,126000,134584.1634
Low Density,4,5,Gable,Average,1977,672,Fair,2009,115000,136901.6083
Low Density,5,7,Hip,Average,1951,288,Average,2009,164900,164994.3554
Low Density,5,6,Gable,NA,1945,240,Average,2009,113000,135130.6921
Low Density,5,8,Hip,NA,1952,230,Average,2009,145500,169325.4142
Low Density,5,5,Hip,NA,1953,616,Average,2009,102900,118955.2216
Low Density,3,5,Gable,NA,1920,420,Fair,2009,95000,106213.7037
Low Density,7,7,Gable,Good,1948,410,Average,2009,152500,166290.5898
